"number_past_order","time_web","voucher","past_spend","ad_channel","revenue","ad_channel_label","voucher_label"
2,139,"0",22,"4",73,"Online Display Ads","No Voucher"
1,86,"0",2,"3",46,"SEO (Organic)","No Voucher"
0,150,"1",0,"1",72,"No Advertisement","Voucher Applied"
1,95,"0",21,"2",59,"Paid Search","No Voucher"
1,126,"0",25,"3",73,"SEO (Organic)","No Voucher"
1,141,"0",2,"3",72,"SEO (Organic)","No Voucher"
0,138,"0",0,"1",63,"No Advertisement","No Voucher"
1,78,"0",13,"1",39,"No Advertisement","No Voucher"
1,137,"0",5,"3",62,"SEO (Organic)","No Voucher"
0,154,"0",0,"4",83,"Online Display Ads","No Voucher"
0,151,"0",0,"2",58,"Paid Search","No Voucher"
1,138,"0",10,"3",58,"SEO (Organic)","No Voucher"
0,136,"0",0,"2",58,"Paid Search","No Voucher"
0,106,"0",0,"4",43,"Online Display Ads","No Voucher"
1,121,"0",13,"3",43,"SEO (Organic)","No Voucher"
0,118,"0",0,"2",54,"Paid Search","No Voucher"
1,106,"0",14,"3",37,"SEO (Organic)","No Voucher"
1,152,"0",2,"1",72,"No Advertisement","No Voucher"
1,128,"0",23,"2",54,"Paid Search","No Voucher"
1,98,"0",18,"1",26,"No Advertisement","No Voucher"
0,108,"0",0,"1",44,"No Advertisement","No Voucher"
2,120,"0",66,"2",71,"Paid Search","No Voucher"
1,50,"0",2,"1",32,"No Advertisement","No Voucher"
1,104,"0",5,"1",42,"No Advertisement","No Voucher"
0,132,"0",0,"4",38,"Online Display Ads","No Voucher"
1,106,"1",11,"1",50,"No Advertisement","Voucher Applied"
1,146,"1",8,"3",55,"SEO (Organic)","Voucher Applied"
2,117,"0",20,"2",46,"Paid Search","No Voucher"
0,132,"0",0,"1",54,"No Advertisement","No Voucher"
0,134,"0",0,"1",55,"No Advertisement","No Voucher"
2,91,"0",8,"2",47,"Paid Search","No Voucher"
0,122,"0",0,"1",54,"No Advertisement","No Voucher"
1,130,"0",11,"4",62,"Online Display Ads","No Voucher"
1,87,"1",10,"1",45,"No Advertisement","Voucher Applied"
1,150,"0",2,"4",69,"Online Display Ads","No Voucher"
0,79,"0",0,"1",38,"No Advertisement","No Voucher"
0,87,"1",0,"1",34,"No Advertisement","Voucher Applied"
0,150,"0",0,"3",92,"SEO (Organic)","No Voucher"
1,134,"0",12,"1",72,"No Advertisement","No Voucher"
0,126,"1",0,"1",64,"No Advertisement","Voucher Applied"
1,124,"0",6,"4",57,"Online Display Ads","No Voucher"
1,132,"0",9,"3",67,"SEO (Organic)","No Voucher"
0,122,"1",0,"1",59,"No Advertisement","Voucher Applied"
0,146,"1",0,"1",54,"No Advertisement","Voucher Applied"
2,64,"0",44,"2",26,"Paid Search","No Voucher"
2,111,"0",28,"3",48,"SEO (Organic)","No Voucher"
0,129,"0",0,"2",43,"Paid Search","No Voucher"
1,156,"0",25,"2",80,"Paid Search","No Voucher"
0,128,"0",0,"2",49,"Paid Search","No Voucher"
0,131,"0",0,"1",56,"No Advertisement","No Voucher"
0,142,"0",0,"1",58,"No Advertisement","No Voucher"
0,118,"1",0,"1",55,"No Advertisement","Voucher Applied"
1,109,"0",7,"3",54,"SEO (Organic)","No Voucher"
0,136,"0",0,"1",56,"No Advertisement","No Voucher"
0,71,"0",0,"4",48,"Online Display Ads","No Voucher"
1,111,"0",17,"3",66,"SEO (Organic)","No Voucher"
1,117,"0",11,"1",63,"No Advertisement","No Voucher"
1,136,"1",10,"1",58,"No Advertisement","Voucher Applied"
1,127,"0",26,"2",43,"Paid Search","No Voucher"
2,150,"0",30,"2",72,"Paid Search","No Voucher"
0,146,"1",0,"2",67,"Paid Search","Voucher Applied"
0,130,"0",0,"2",46,"Paid Search","No Voucher"
1,148,"0",18,"4",57,"Online Display Ads","No Voucher"
0,126,"1",0,"1",57,"No Advertisement","Voucher Applied"
0,131,"0",0,"3",53,"SEO (Organic)","No Voucher"
0,128,"0",0,"1",52,"No Advertisement","No Voucher"
2,141,"0",2,"3",65,"SEO (Organic)","No Voucher"
1,140,"0",10,"1",64,"No Advertisement","No Voucher"
2,114,"0",12,"2",42,"Paid Search","No Voucher"
1,130,"0",5,"4",57,"Online Display Ads","No Voucher"
0,148,"0",0,"1",72,"No Advertisement","No Voucher"
0,131,"0",0,"2",48,"Paid Search","No Voucher"
1,110,"0",15,"2",36,"Paid Search","No Voucher"
1,71,"0",7,"2",28,"Paid Search","No Voucher"
0,114,"0",0,"1",58,"No Advertisement","No Voucher"
1,103,"0",4,"2",45,"Paid Search","No Voucher"
1,121,"0",10,"3",54,"SEO (Organic)","No Voucher"
1,172,"0",3,"3",83,"SEO (Organic)","No Voucher"
0,150,"0",0,"2",83,"Paid Search","No Voucher"
0,131,"0",0,"4",41,"Online Display Ads","No Voucher"
0,105,"0",0,"1",38,"No Advertisement","No Voucher"
0,137,"0",0,"1",68,"No Advertisement","No Voucher"
0,117,"0",0,"4",57,"Online Display Ads","No Voucher"
1,142,"0",2,"1",58,"No Advertisement","No Voucher"
2,126,"0",14,"4",57,"Online Display Ads","No Voucher"
0,151,"0",0,"1",85,"No Advertisement","No Voucher"
0,120,"0",0,"2",60,"Paid Search","No Voucher"
2,129,"1",16,"3",47,"SEO (Organic)","Voucher Applied"
0,101,"0",0,"2",40,"Paid Search","No Voucher"
0,146,"0",0,"1",59,"No Advertisement","No Voucher"
1,118,"0",7,"4",45,"Online Display Ads","No Voucher"
1,102,"0",24,"3",60,"SEO (Organic)","No Voucher"
0,123,"0",0,"1",35,"No Advertisement","No Voucher"
1,127,"0",12,"2",61,"Paid Search","No Voucher"
2,122,"0",26,"1",65,"No Advertisement","No Voucher"
0,147,"0",0,"1",67,"No Advertisement","No Voucher"
2,94,"0",42,"3",26,"SEO (Organic)","No Voucher"
1,142,"1",21,"3",56,"SEO (Organic)","Voucher Applied"
0,97,"0",0,"1",24,"No Advertisement","No Voucher"
2,72,"0",12,"1",43,"No Advertisement","No Voucher"
1,105,"0",4,"2",45,"Paid Search","No Voucher"
1,145,"0",18,"1",63,"No Advertisement","No Voucher"
1,40,"0",3,"1",33,"No Advertisement","No Voucher"
1,130,"0",2,"2",59,"Paid Search","No Voucher"
1,121,"0",25,"1",41,"No Advertisement","No Voucher"
0,143,"0",0,"3",68,"SEO (Organic)","No Voucher"
0,139,"0",0,"3",74,"SEO (Organic)","No Voucher"
0,118,"0",0,"1",66,"No Advertisement","No Voucher"
1,114,"0",39,"3",27,"SEO (Organic)","No Voucher"
1,163,"0",7,"2",89,"Paid Search","No Voucher"
1,149,"0",6,"3",76,"SEO (Organic)","No Voucher"
1,129,"0",25,"3",67,"SEO (Organic)","No Voucher"
1,146,"0",11,"1",55,"No Advertisement","No Voucher"
2,127,"0",12,"2",62,"Paid Search","No Voucher"
0,133,"0",0,"1",36,"No Advertisement","No Voucher"
1,150,"0",9,"1",60,"No Advertisement","No Voucher"
0,131,"0",0,"1",69,"No Advertisement","No Voucher"
0,117,"0",0,"1",60,"No Advertisement","No Voucher"
0,114,"0",0,"1",52,"No Advertisement","No Voucher"
1,99,"0",1,"4",43,"Online Display Ads","No Voucher"
1,103,"0",5,"1",52,"No Advertisement","No Voucher"
1,105,"0",21,"1",35,"No Advertisement","No Voucher"
0,135,"0",0,"2",66,"Paid Search","No Voucher"
2,132,"0",18,"2",47,"Paid Search","No Voucher"
1,121,"0",26,"2",43,"Paid Search","No Voucher"
1,139,"0",16,"1",50,"No Advertisement","No Voucher"
0,132,"0",0,"3",70,"SEO (Organic)","No Voucher"
1,151,"0",12,"3",71,"SEO (Organic)","No Voucher"
1,107,"0",28,"4",72,"Online Display Ads","No Voucher"
1,115,"1",1,"2",42,"Paid Search","Voucher Applied"
1,150,"0",8,"4",59,"Online Display Ads","No Voucher"
2,135,"0",18,"1",54,"No Advertisement","No Voucher"
0,141,"1",0,"3",46,"SEO (Organic)","Voucher Applied"
1,131,"0",18,"1",38,"No Advertisement","No Voucher"
1,150,"0",5,"4",62,"Online Display Ads","No Voucher"
1,30,"0",23,"1",18,"No Advertisement","No Voucher"
0,108,"1",0,"1",67,"No Advertisement","Voucher Applied"
1,116,"0",8,"3",38,"SEO (Organic)","No Voucher"
0,124,"0",0,"2",49,"Paid Search","No Voucher"
1,123,"0",9,"1",59,"No Advertisement","No Voucher"
1,82,"1",7,"2",50,"Paid Search","Voucher Applied"
1,79,"0",11,"2",49,"Paid Search","No Voucher"
1,139,"0",3,"4",54,"Online Display Ads","No Voucher"
0,139,"0",0,"1",34,"No Advertisement","No Voucher"
2,96,"1",18,"1",54,"No Advertisement","Voucher Applied"
1,136,"0",12,"4",61,"Online Display Ads","No Voucher"
1,138,"0",7,"3",58,"SEO (Organic)","No Voucher"
1,91,"0",10,"1",38,"No Advertisement","No Voucher"
1,56,"1",17,"4",33,"Online Display Ads","Voucher Applied"
2,81,"0",44,"4",49,"Online Display Ads","No Voucher"
0,143,"0",0,"2",48,"Paid Search","No Voucher"
1,131,"0",13,"3",71,"SEO (Organic)","No Voucher"
1,124,"1",42,"2",29,"Paid Search","Voucher Applied"
0,108,"1",0,"1",30,"No Advertisement","Voucher Applied"
2,119,"1",18,"1",41,"No Advertisement","Voucher Applied"
2,141,"1",8,"4",55,"Online Display Ads","Voucher Applied"
0,105,"1",0,"3",46,"SEO (Organic)","Voucher Applied"
0,87,"0",0,"1",38,"No Advertisement","No Voucher"
1,95,"0",15,"2",48,"Paid Search","No Voucher"
1,156,"1",16,"3",52,"SEO (Organic)","Voucher Applied"
2,137,"0",10,"4",72,"Online Display Ads","No Voucher"
1,131,"0",22,"2",47,"Paid Search","No Voucher"
1,165,"0",18,"3",84,"SEO (Organic)","No Voucher"
1,137,"1",25,"3",73,"SEO (Organic)","Voucher Applied"
0,138,"0",0,"1",52,"No Advertisement","No Voucher"
1,160,"1",3,"3",71,"SEO (Organic)","Voucher Applied"
0,46,"0",0,"4",36,"Online Display Ads","No Voucher"
0,115,"0",0,"2",55,"Paid Search","No Voucher"
0,133,"0",0,"1",58,"No Advertisement","No Voucher"
0,128,"1",0,"1",75,"No Advertisement","Voucher Applied"
2,153,"0",64,"1",94,"No Advertisement","No Voucher"
0,112,"0",0,"3",62,"SEO (Organic)","No Voucher"
2,154,"0",22,"1",56,"No Advertisement","No Voucher"
0,143,"0",0,"1",70,"No Advertisement","No Voucher"
0,111,"0",0,"2",59,"Paid Search","No Voucher"
2,129,"0",48,"2",71,"Paid Search","No Voucher"
0,148,"0",0,"3",76,"SEO (Organic)","No Voucher"
0,115,"0",0,"2",60,"Paid Search","No Voucher"
1,128,"1",23,"3",56,"SEO (Organic)","Voucher Applied"
1,141,"0",7,"3",65,"SEO (Organic)","No Voucher"
1,114,"0",15,"1",47,"No Advertisement","No Voucher"
0,108,"0",0,"1",56,"No Advertisement","No Voucher"
0,97,"0",0,"1",40,"No Advertisement","No Voucher"
1,163,"1",15,"1",68,"No Advertisement","Voucher Applied"
1,138,"1",7,"3",73,"SEO (Organic)","Voucher Applied"
1,94,"0",12,"2",38,"Paid Search","No Voucher"
2,51,"0",6,"4",28,"Online Display Ads","No Voucher"
2,161,"0",10,"4",75,"Online Display Ads","No Voucher"
0,137,"1",0,"2",61,"Paid Search","Voucher Applied"
0,127,"1",0,"1",56,"No Advertisement","Voucher Applied"
1,126,"0",18,"3",64,"SEO (Organic)","No Voucher"
0,44,"0",0,"3",45,"SEO (Organic)","No Voucher"
0,136,"0",0,"2",65,"Paid Search","No Voucher"
1,124,"0",16,"1",76,"No Advertisement","No Voucher"
1,131,"0",17,"2",38,"Paid Search","No Voucher"
1,138,"0",13,"3",67,"SEO (Organic)","No Voucher"
1,114,"0",10,"1",46,"No Advertisement","No Voucher"
0,139,"0",0,"3",56,"SEO (Organic)","No Voucher"
0,83,"0",0,"3",48,"SEO (Organic)","No Voucher"
2,100,"0",8,"3",42,"SEO (Organic)","No Voucher"
2,134,"0",100,"4",87,"Online Display Ads","No Voucher"
1,90,"0",17,"3",34,"SEO (Organic)","No Voucher"
2,129,"0",50,"1",52,"No Advertisement","No Voucher"
2,145,"0",12,"3",58,"SEO (Organic)","No Voucher"
0,116,"0",0,"4",63,"Online Display Ads","No Voucher"
0,122,"1",0,"1",42,"No Advertisement","Voucher Applied"
1,122,"0",17,"3",72,"SEO (Organic)","No Voucher"
1,133,"0",19,"1",52,"No Advertisement","No Voucher"
0,126,"0",0,"4",68,"Online Display Ads","No Voucher"
1,83,"0",14,"1",38,"No Advertisement","No Voucher"
1,73,"1",14,"1",48,"No Advertisement","Voucher Applied"
0,167,"0",0,"1",75,"No Advertisement","No Voucher"
1,105,"0",13,"3",35,"SEO (Organic)","No Voucher"
0,125,"0",0,"1",37,"No Advertisement","No Voucher"
0,101,"1",0,"1",31,"No Advertisement","Voucher Applied"
1,115,"1",9,"3",52,"SEO (Organic)","Voucher Applied"
0,148,"1",0,"2",71,"Paid Search","Voucher Applied"
2,151,"0",22,"1",65,"No Advertisement","No Voucher"
0,163,"0",0,"1",75,"No Advertisement","No Voucher"
0,114,"0",0,"4",49,"Online Display Ads","No Voucher"
0,135,"0",0,"1",67,"No Advertisement","No Voucher"
1,147,"0",9,"3",68,"SEO (Organic)","No Voucher"
1,125,"0",6,"3",66,"SEO (Organic)","No Voucher"
0,136,"0",0,"2",61,"Paid Search","No Voucher"
1,136,"1",20,"1",55,"No Advertisement","Voucher Applied"
1,136,"0",3,"2",63,"Paid Search","No Voucher"
0,40,"0",0,"4",15,"Online Display Ads","No Voucher"
1,125,"1",9,"4",64,"Online Display Ads","Voucher Applied"
2,92,"0",22,"2",47,"Paid Search","No Voucher"
1,115,"0",9,"1",45,"No Advertisement","No Voucher"
1,138,"1",23,"3",72,"SEO (Organic)","Voucher Applied"
1,146,"0",7,"1",64,"No Advertisement","No Voucher"
1,129,"0",10,"4",56,"Online Display Ads","No Voucher"
0,136,"0",0,"4",55,"Online Display Ads","No Voucher"
1,131,"0",16,"1",50,"No Advertisement","No Voucher"
1,92,"0",15,"2",49,"Paid Search","No Voucher"
0,145,"0",0,"2",76,"Paid Search","No Voucher"
1,125,"0",15,"3",60,"SEO (Organic)","No Voucher"
1,141,"0",5,"4",62,"Online Display Ads","No Voucher"
0,111,"0",0,"1",47,"No Advertisement","No Voucher"
0,75,"0",0,"3",46,"SEO (Organic)","No Voucher"
1,119,"0",23,"1",37,"No Advertisement","No Voucher"
1,140,"0",12,"3",72,"SEO (Organic)","No Voucher"
0,135,"0",0,"4",77,"Online Display Ads","No Voucher"
2,125,"0",10,"4",62,"Online Display Ads","No Voucher"
0,140,"0",0,"1",66,"No Advertisement","No Voucher"
1,140,"0",4,"1",58,"No Advertisement","No Voucher"
1,97,"0",5,"2",45,"Paid Search","No Voucher"
1,137,"0",17,"2",47,"Paid Search","No Voucher"
1,152,"1",4,"4",69,"Online Display Ads","Voucher Applied"
0,139,"0",0,"1",66,"No Advertisement","No Voucher"
1,136,"1",2,"3",60,"SEO (Organic)","Voucher Applied"
0,157,"0",0,"3",59,"SEO (Organic)","No Voucher"
1,137,"0",6,"2",63,"Paid Search","No Voucher"
1,158,"0",4,"1",75,"No Advertisement","No Voucher"
1,130,"1",16,"4",44,"Online Display Ads","Voucher Applied"
1,114,"1",38,"2",25,"Paid Search","Voucher Applied"
1,129,"0",15,"1",67,"No Advertisement","No Voucher"
2,128,"0",32,"1",43,"No Advertisement","No Voucher"
0,144,"0",0,"1",70,"No Advertisement","No Voucher"
0,123,"0",0,"3",49,"SEO (Organic)","No Voucher"
1,64,"0",33,"1",53,"No Advertisement","No Voucher"
1,108,"0",3,"1",64,"No Advertisement","No Voucher"
0,132,"0",0,"1",72,"No Advertisement","No Voucher"
1,113,"0",11,"1",54,"No Advertisement","No Voucher"
1,115,"0",4,"4",54,"Online Display Ads","No Voucher"
2,27,"0",24,"1",22,"No Advertisement","No Voucher"
0,138,"0",0,"1",54,"No Advertisement","No Voucher"
2,129,"0",28,"1",48,"No Advertisement","No Voucher"
1,121,"0",38,"2",75,"Paid Search","No Voucher"
1,161,"0",10,"1",68,"No Advertisement","No Voucher"
1,113,"0",19,"1",60,"No Advertisement","No Voucher"
2,122,"0",42,"1",69,"No Advertisement","No Voucher"
1,167,"0",9,"3",72,"SEO (Organic)","No Voucher"
0,128,"1",0,"1",67,"No Advertisement","Voucher Applied"
1,107,"0",9,"4",47,"Online Display Ads","No Voucher"
1,128,"0",5,"4",53,"Online Display Ads","No Voucher"
1,140,"0",23,"1",47,"No Advertisement","No Voucher"
0,117,"0",0,"4",50,"Online Display Ads","No Voucher"
1,118,"0",27,"4",32,"Online Display Ads","No Voucher"
1,137,"1",15,"1",65,"No Advertisement","Voucher Applied"
1,134,"0",6,"1",52,"No Advertisement","No Voucher"
2,132,"0",20,"1",66,"No Advertisement","No Voucher"
2,138,"1",18,"2",42,"Paid Search","Voucher Applied"
1,120,"0",26,"2",65,"Paid Search","No Voucher"
0,156,"0",0,"4",65,"Online Display Ads","No Voucher"
1,109,"1",45,"1",22,"No Advertisement","Voucher Applied"
1,77,"0",24,"1",48,"No Advertisement","No Voucher"
2,127,"0",4,"4",60,"Online Display Ads","No Voucher"
0,125,"0",0,"1",68,"No Advertisement","No Voucher"
1,152,"0",9,"3",59,"SEO (Organic)","No Voucher"
0,60,"0",0,"3",47,"SEO (Organic)","No Voucher"
1,145,"0",8,"2",60,"Paid Search","No Voucher"
0,123,"0",0,"2",60,"Paid Search","No Voucher"
1,139,"0",42,"3",85,"SEO (Organic)","No Voucher"
1,168,"0",20,"3",83,"SEO (Organic)","No Voucher"
1,116,"0",9,"2",58,"Paid Search","No Voucher"
2,135,"0",44,"1",80,"No Advertisement","No Voucher"
1,147,"1",6,"1",70,"No Advertisement","Voucher Applied"
1,106,"0",21,"4",57,"Online Display Ads","No Voucher"
0,163,"0",0,"1",72,"No Advertisement","No Voucher"
0,137,"0",0,"1",44,"No Advertisement","No Voucher"
1,99,"0",21,"4",62,"Online Display Ads","No Voucher"
0,124,"0",0,"2",57,"Paid Search","No Voucher"
0,131,"0",0,"1",48,"No Advertisement","No Voucher"
0,103,"0",0,"2",59,"Paid Search","No Voucher"
2,127,"0",10,"4",60,"Online Display Ads","No Voucher"
0,117,"1",0,"2",44,"Paid Search","Voucher Applied"
1,125,"0",2,"1",53,"No Advertisement","No Voucher"
0,162,"1",0,"3",75,"SEO (Organic)","Voucher Applied"
1,127,"0",17,"3",55,"SEO (Organic)","No Voucher"
1,131,"1",11,"2",49,"Paid Search","Voucher Applied"
0,125,"1",0,"4",49,"Online Display Ads","Voucher Applied"
0,115,"0",0,"1",43,"No Advertisement","No Voucher"
0,107,"0",0,"1",43,"No Advertisement","No Voucher"
1,85,"0",14,"2",41,"Paid Search","No Voucher"
0,147,"1",0,"3",61,"SEO (Organic)","Voucher Applied"
1,137,"0",16,"1",64,"No Advertisement","No Voucher"
1,120,"0",12,"3",68,"SEO (Organic)","No Voucher"
1,112,"0",17,"1",41,"No Advertisement","No Voucher"
3,102,"0",60,"1",40,"No Advertisement","No Voucher"
2,137,"0",18,"4",49,"Online Display Ads","No Voucher"
0,147,"0",0,"1",78,"No Advertisement","No Voucher"
1,111,"0",16,"1",42,"No Advertisement","No Voucher"
1,99,"0",12,"1",46,"No Advertisement","No Voucher"
0,86,"1",0,"1",59,"No Advertisement","Voucher Applied"
0,119,"0",0,"1",66,"No Advertisement","No Voucher"
0,121,"0",0,"4",54,"Online Display Ads","No Voucher"
1,117,"0",10,"2",40,"Paid Search","No Voucher"
0,136,"0",0,"3",71,"SEO (Organic)","No Voucher"
0,121,"0",0,"1",61,"No Advertisement","No Voucher"
1,127,"0",23,"3",50,"SEO (Organic)","No Voucher"
1,137,"0",19,"3",74,"SEO (Organic)","No Voucher"
0,108,"0",0,"3",69,"SEO (Organic)","No Voucher"
1,78,"1",3,"2",42,"Paid Search","Voucher Applied"
0,128,"0",0,"1",44,"No Advertisement","No Voucher"
0,127,"0",0,"2",51,"Paid Search","No Voucher"
0,80,"1",0,"4",35,"Online Display Ads","Voucher Applied"
0,129,"0",0,"1",56,"No Advertisement","No Voucher"
1,129,"0",6,"1",52,"No Advertisement","No Voucher"
0,143,"0",0,"2",60,"Paid Search","No Voucher"
1,110,"0",1,"4",53,"Online Display Ads","No Voucher"
2,121,"0",64,"2",68,"Paid Search","No Voucher"
1,114,"0",3,"1",51,"No Advertisement","No Voucher"
1,126,"1",30,"2",41,"Paid Search","Voucher Applied"
1,144,"0",19,"3",76,"SEO (Organic)","No Voucher"
1,134,"0",7,"3",63,"SEO (Organic)","No Voucher"
1,119,"0",12,"4",56,"Online Display Ads","No Voucher"
1,127,"0",9,"4",48,"Online Display Ads","No Voucher"
1,115,"0",6,"1",53,"No Advertisement","No Voucher"
2,113,"0",42,"4",62,"Online Display Ads","No Voucher"
1,129,"0",19,"2",45,"Paid Search","No Voucher"
1,113,"0",5,"1",47,"No Advertisement","No Voucher"
1,100,"0",2,"2",42,"Paid Search","No Voucher"
1,84,"0",5,"4",41,"Online Display Ads","No Voucher"
1,146,"0",16,"4",76,"Online Display Ads","No Voucher"
0,113,"1",0,"2",55,"Paid Search","Voucher Applied"
1,122,"0",12,"1",55,"No Advertisement","No Voucher"
2,124,"0",4,"4",52,"Online Display Ads","No Voucher"
1,117,"0",19,"1",61,"No Advertisement","No Voucher"
1,116,"1",5,"4",55,"Online Display Ads","Voucher Applied"
1,107,"0",31,"2",69,"Paid Search","No Voucher"
1,137,"0",9,"1",61,"No Advertisement","No Voucher"
1,125,"1",3,"2",67,"Paid Search","Voucher Applied"
1,94,"0",6,"1",37,"No Advertisement","No Voucher"
0,127,"0",0,"2",58,"Paid Search","No Voucher"
0,116,"0",0,"4",53,"Online Display Ads","No Voucher"
1,102,"0",23,"1",43,"No Advertisement","No Voucher"
1,117,"0",4,"4",63,"Online Display Ads","No Voucher"
1,125,"0",20,"3",41,"SEO (Organic)","No Voucher"
2,91,"0",32,"2",34,"Paid Search","No Voucher"
1,128,"0",6,"1",52,"No Advertisement","No Voucher"
1,116,"0",26,"4",69,"Online Display Ads","No Voucher"
1,147,"0",4,"4",57,"Online Display Ads","No Voucher"
1,142,"0",11,"2",66,"Paid Search","No Voucher"
1,104,"0",27,"2",28,"Paid Search","No Voucher"
1,130,"0",4,"2",62,"Paid Search","No Voucher"
2,119,"0",26,"3",63,"SEO (Organic)","No Voucher"
2,105,"0",52,"2",71,"Paid Search","No Voucher"
1,118,"0",12,"1",56,"No Advertisement","No Voucher"
2,148,"0",38,"3",59,"SEO (Organic)","No Voucher"
1,126,"0",7,"1",50,"No Advertisement","No Voucher"
0,106,"0",0,"2",53,"Paid Search","No Voucher"
1,141,"0",12,"1",52,"No Advertisement","No Voucher"
0,129,"0",0,"2",57,"Paid Search","No Voucher"
0,120,"0",0,"3",34,"SEO (Organic)","No Voucher"
1,96,"0",3,"3",58,"SEO (Organic)","No Voucher"
1,144,"1",20,"2",61,"Paid Search","Voucher Applied"
0,89,"1",0,"4",32,"Online Display Ads","Voucher Applied"
1,103,"1",8,"3",44,"SEO (Organic)","Voucher Applied"
1,139,"0",11,"2",59,"Paid Search","No Voucher"
2,149,"0",6,"2",60,"Paid Search","No Voucher"
0,111,"0",0,"3",55,"SEO (Organic)","No Voucher"
0,158,"0",0,"4",65,"Online Display Ads","No Voucher"
1,114,"0",26,"2",36,"Paid Search","No Voucher"
2,117,"0",8,"1",57,"No Advertisement","No Voucher"
0,106,"0",0,"2",47,"Paid Search","No Voucher"
1,144,"0",10,"1",69,"No Advertisement","No Voucher"
0,129,"0",0,"4",64,"Online Display Ads","No Voucher"
1,128,"1",21,"1",61,"No Advertisement","Voucher Applied"
0,149,"0",0,"4",52,"Online Display Ads","No Voucher"
1,83,"0",6,"2",36,"Paid Search","No Voucher"
0,124,"1",0,"2",50,"Paid Search","Voucher Applied"
1,169,"0",26,"3",86,"SEO (Organic)","No Voucher"
1,65,"0",27,"3",17,"SEO (Organic)","No Voucher"
2,109,"0",62,"1",32,"No Advertisement","No Voucher"
1,125,"0",5,"2",60,"Paid Search","No Voucher"
1,112,"0",9,"1",53,"No Advertisement","No Voucher"
2,144,"0",26,"3",57,"SEO (Organic)","No Voucher"
0,125,"0",0,"4",51,"Online Display Ads","No Voucher"
0,134,"0",0,"1",73,"No Advertisement","No Voucher"
0,105,"0",0,"4",61,"Online Display Ads","No Voucher"
0,131,"0",0,"1",55,"No Advertisement","No Voucher"
1,145,"0",2,"1",60,"No Advertisement","No Voucher"
1,122,"1",2,"3",52,"SEO (Organic)","Voucher Applied"
2,144,"0",46,"1",79,"No Advertisement","No Voucher"
2,17,"0",12,"4",33,"Online Display Ads","No Voucher"
1,153,"0",5,"1",59,"No Advertisement","No Voucher"
1,133,"1",8,"1",78,"No Advertisement","Voucher Applied"
1,102,"0",7,"1",57,"No Advertisement","No Voucher"
0,109,"0",0,"2",52,"Paid Search","No Voucher"
0,144,"0",0,"1",52,"No Advertisement","No Voucher"
0,114,"0",0,"2",46,"Paid Search","No Voucher"
1,138,"0",13,"2",68,"Paid Search","No Voucher"
1,104,"0",1,"1",48,"No Advertisement","No Voucher"
2,122,"0",10,"3",58,"SEO (Organic)","No Voucher"
2,141,"0",34,"2",45,"Paid Search","No Voucher"
0,148,"0",0,"4",60,"Online Display Ads","No Voucher"
1,82,"0",17,"1",45,"No Advertisement","No Voucher"
1,135,"0",1,"1",45,"No Advertisement","No Voucher"
2,127,"0",30,"4",78,"Online Display Ads","No Voucher"
0,72,"0",0,"2",39,"Paid Search","No Voucher"
1,143,"0",3,"1",58,"No Advertisement","No Voucher"
0,116,"0",0,"1",61,"No Advertisement","No Voucher"
2,106,"0",12,"4",52,"Online Display Ads","No Voucher"
0,122,"0",0,"1",42,"No Advertisement","No Voucher"
1,131,"0",7,"3",61,"SEO (Organic)","No Voucher"
2,130,"0",26,"2",63,"Paid Search","No Voucher"
1,87,"0",8,"1",39,"No Advertisement","No Voucher"
1,102,"0",4,"4",49,"Online Display Ads","No Voucher"
0,128,"1",0,"3",57,"SEO (Organic)","Voucher Applied"
0,138,"1",0,"3",51,"SEO (Organic)","Voucher Applied"
1,116,"0",4,"3",49,"SEO (Organic)","No Voucher"
0,128,"0",0,"1",47,"No Advertisement","No Voucher"
1,142,"1",10,"1",62,"No Advertisement","Voucher Applied"
1,82,"0",8,"1",43,"No Advertisement","No Voucher"
1,108,"0",13,"3",50,"SEO (Organic)","No Voucher"
1,109,"0",26,"1",67,"No Advertisement","No Voucher"
1,125,"0",27,"3",51,"SEO (Organic)","No Voucher"
0,150,"0",0,"3",66,"SEO (Organic)","No Voucher"
2,123,"0",8,"3",48,"SEO (Organic)","No Voucher"
1,127,"0",17,"1",47,"No Advertisement","No Voucher"
1,110,"0",12,"2",43,"Paid Search","No Voucher"
1,140,"0",5,"2",71,"Paid Search","No Voucher"
1,114,"0",6,"1",64,"No Advertisement","No Voucher"
0,124,"0",0,"1",61,"No Advertisement","No Voucher"
1,146,"0",3,"2",59,"Paid Search","No Voucher"
1,128,"0",6,"2",64,"Paid Search","No Voucher"
1,137,"0",18,"1",66,"No Advertisement","No Voucher"
2,129,"0",22,"4",47,"Online Display Ads","No Voucher"
1,84,"0",3,"3",35,"SEO (Organic)","No Voucher"
0,77,"0",0,"3",28,"SEO (Organic)","No Voucher"
1,83,"1",7,"1",37,"No Advertisement","Voucher Applied"
1,119,"1",12,"4",59,"Online Display Ads","Voucher Applied"
2,73,"0",8,"1",34,"No Advertisement","No Voucher"
0,115,"0",0,"3",55,"SEO (Organic)","No Voucher"
1,104,"0",8,"3",43,"SEO (Organic)","No Voucher"
1,141,"0",9,"2",56,"Paid Search","No Voucher"
1,96,"0",18,"3",32,"SEO (Organic)","No Voucher"
