"number_past_order","time_web","voucher","past_spend","ad_channel","revenue"
0,136,"0",0,"4",68
0,135,"0",0,"1",79
1,110,"1",23,"3",58
1,107,"0",33,"1",61
1,115,"0",2,"4",46
2,145,"0",26,"1",64
0,112,"0",0,"4",37
0,147,"0",0,"2",56
1,121,"0",15,"1",59
1,119,"0",19,"1",69
2,120,"0",10.1047995139733,"3",52
2,97,"0",22,"4",54
1,100,"0",7,"4",54
0,136,"0",0,"2",62
1,152,"0",18,"3",84
2,157,"0",36,"1",82
1,106,"0",15,"4",54
0,106,"1",0,"1",42
0,147,"0",0,"2",35
0,99,"1",0,"1",48
1,134,"0",14,"2",73
1,122,"0",21,"2",74
1,118,"0",19,"1",47
1,146,"0",10,"1",65
1,129,"0",7,"3",53
0,117,"0",0,"3",53
1,132,"0",12,"2",55
1,94,"0",26,"2",35
1,136,"0",26,"4",78
0,127,"0",0,"1",50
2,111,"0",8,"2",46
1,157,"0",29,"4",79
1,122,"0",15,"2",66
0,133,"0",0,"1",61
0,121,"0",0,"1",63
1,131,"1",9,"2",63
0,115,"0",0,"2",49
1,129,"0",21,"1",54
1,133,"0",14,"4",60
0,126,"0",0,"1",79
0,132,"0",0,"1",46
1,136,"0",7,"3",60
0,121,"1",0,"3",54
1,134,"1",2,"1",52
1,127,"0",1,"4",51
1,109,"0",11,"1",47
0,103,"0",0,"1",60
1,111,"0",17,"4",60
2,110,"0",6,"3",50
1,146,"0",11,"1",66
2,133,"0",14,"2",55
1,118,"0",19,"1",53
3,127,"0",9,"4",52
1,127,"0",6,"1",49
0,96,"0",0,"4",44
2,117,"0",12,"2",58
3,98,"0",36,"3",37
1,67,"0",4,"2",41
0,118,"0",0,"4",51
1,92,"0",7,"1",35
0,94,"1",0,"1",35
1,89,"0",12,"2",44
1,122.344953016065,"0",21,"4",75
0,87,"1",0,"3",48
1,115,"0",22,"2",59
0,120,"0",0,"1",36
0,125,"1",0,"4",66
1,115,"1",14,"1",64
1,101,"1",3,"2",47
0,104,"0",0,"4",37
1,127,"1",14,"4",61
0,132,"0",0,"1",44
1,122.344953016065,"0",19,"4",58
1,126,"0",2,"3",52
1,101,"0",18,"1",42
0,68,"0",0,"3",58
1,129,"0",5,"1",62
1,121,"0",8,"1",62
2,122.344953016065,"0",20,"4",53
0,162,"0",0,"1",68
1,150,"0",6,"4",64
1,143,"1",31,"1",72
2,125,"0",38,"1",41
1,127,"0",17,"2",50
1,141,"0",31,"1",82
0,111,"0",0,"1",58
1,79,"0",10,"3",43
2,104,"0",42,"1",59
1,133,"0",4,"2",61
1,91,"0",8,"1",40
1,148,"0",7,"1",63
1,126,"0",13,"3",51
1,144,"0",17,"2",55
1,136,"0",10.1047995139733,"1",63
0,111,"1",0,"1",39
1,116,"0",11,"1",58
0,156,"1",0,"2",67
0,118,"0",0,"1",66
0,112,"0",0,"3",67
2,144,"0",22,"1",50
0,122,"0",0,"4",54
0,123,"0",0,"1",31
1,114,"0",43,"2",70
1,133,"0",16,"4",67
1,126,"0",11,"3",65
0,102,"0",0,"2",52
1,84,"0",7,"3",40
1,95,"1",10,"1",39
1,124,"0",20,"3",46
2,125,"0",38,"3",71
1,81,"0",16,"1",51
1,124,"0",14,"4",61
0,152,"0",0,"2",81
1,148,"0",18,"1",76
0,137,"0",0,"1",57
0,111,"0",0,"1",61
2,140,"0",26,"4",54
1,126,"0",9,"1",49
1,157,"0",19,"3",85
2,95,"0",6,"1",49
1,150,"0",7,"1",67
0,129,"0",0,"4",44
1,114,"0",4,"3",57
1,135,"0",17,"4",68
1,103,"0",8,"1",43
0,131,"0",0,"2",57
1,138,"0",7,"1",55
0,120,"0",0,"3",53
1,110,"0",19,"1",39
0,143,"0",0,"1",70
1,115,"0",26,"2",66
0,126,"1",0,"4",42
1,151,"0",23,"4",69
2,131,"0",42,"1",45
1,96,"1",3,"4",44
1,136,"1",28,"2",75
0,94,"0",0,"1",31
2,104,"0",4,"2",42
1,124,"0",2,"4",53
0,63,"0",0,"1",19
0,122,"1",0,"2",58
0,103,"1",0,"2",56
1,37,"0",17,"4",37
0,115,"0",0,"2",49
1,100,"0",3,"2",46
1,133,"0",14,"3",63
0,97,"0",0,"4",32
1,137,"1",22,"2",56
0,162,"1",0,"2",82
1,138,"0",12,"1",62
0,108,"0",0,"4",65
1,106,"1",16,"2",70
0,109,"1",0,"4",42
1,99,"0",15,"1",62
0,115,"0",10.1047995139733,"3",62
0,166,"0",0,"1",90
0,153,"0",0,"1",64
0,143,"0",0,"1",84
1,119,"1",17,"1",35
0,123,"0",0,"1",44
1,144,"0",20,"1",55
2,122.344953016065,"0",6,"4",40
2,145,"1",22,"3",61
1,62,"0",3,"1",38
1,90,"0",11,"1",40
0,104,"0",0,"1",47
1,148,"0",15,"2",70
2,157,"1",50,"1",86
0,114,"1",0,"1",41
0,134,"0",0,"1",67
2,131,"0",32,"1",59
1,97,"1",6,"2",47
1,114,"1",7,"1",50
1,126,"0",25,"2",36
2,122.344953016065,"0",6,"2",76
0,78,"0",0,"3",35
2,124,"0",18,"1",40
2,163,"0",34,"2",73
0,126,"1",0,"1",56
0,158,"0",0,"1",72
0,134,"1",0,"1",52
1,132,"0",26,"4",39
1,138,"0",20,"1",51
1,144,"1",1,"1",56
1,105,"0",2,"2",49
0.772055847834884,106,"0",10,"3",56
2,137,"0",44,"2",71
0,140,"0",0,"1",72
0,98,"1",0,"3",49
1,149,"0",12,"3",72
1,118,"0",2,"3",60
2,138,"0",32,"1",55
1,114,"0",15,"3",57
0,122.344953016065,"0",0,"2",61
2,127,"0",26,"4",55
0,109,"0",0,"2",37
0,129,"0",0,"2",68
1,115,"0",43,"4",34
0,128,"0",0,"1",71
2,111,"1",40,"3",48
1,123,"0",6,"1",57
1,138,"0",3,"3",60
0,160,"0",0,"2",63
1,104,"0",4,"1",48
2,152,"0",10.1047995139733,"3",74
1,133,"1",4,"1",58
0,112,"0",0,"3",38
1,146,"1",12,"1",61
1,127,"0",3,"3",56
0,129,"0",0,"2",81
1,120,"0",5,"3",52
0,142,"0",0,"2",75
2,102,"0",4,"1",48
1,130,"0",27,"4",68
0,119,"1",0,"2",51
0,148,"0",0,"2",57
1,93,"0",33,"4",25
2,118,"1",4,"4",45
0,167,"0",0,"1",87
1,143,"0",11,"3",66
0,127,"1",0,"2",46
1,113,"0",12,"1",57
0,162,"0",0,"3",72
0,139,"0",0,"1",66
1,143,"0",5,"1",64
0,172,"1",0,"1",69
0,141,"0",0,"1",51
1,120,"0",6,"4",44
0,135,"0",0,"1",48
1,138,"0",9,"1",58
0.772055847834884,127,"0",5,"1",53
0,114,"0",0,"2",55
0,123,"0",0,"4",45
0,166,"0",0,"1",85
0,134,"0",0,"1",68
1,129,"0",2,"1",55
1,121,"0",5,"1",65
1,131,"0",11,"2",66
1,132,"0",22,"4",47
0,144,"0",0,"1",77
0,106,"1",0,"3",34
1,134,"0",15,"3",71
0,158,"1",10.1047995139733,"3",72
2,118,"0",30,"3",56
1,133,"0",20,"1",62
1,114,"0",2,"4",51
0,146,"0",0,"2",52
1,87,"0",4,"1",36
1,139,"1",10,"2",62
1,115,"1",12,"1",49
1,143,"0",2,"4",66
0,81,"1",10.1047995139733,"4",34
2,120,"1",4,"1",56
2,138,"0",4,"1",63
0.772055847834884,134,"1",6,"1",64
0,127,"0",0,"3",67
1,128,"0",12,"3",61
0,131,"0",0,"2",58
0,121,"1",0,"2",45
1,142,"0",15,"1",56
1,147,"0",8,"2",66
1,150,"0",5,"3",62
0,133,"0",0,"4",58
1,89,"0",30,"4",28
2,106,"0",4,"2",42
1,116,"0",12,"1",57
1,117,"0",52,"4",78
1,138,"0",12,"1",52
1,130,"1",22,"1",49
1,140,"0",16,"2",51
0,140,"1",0,"1",48
0,151,"0",0,"3",69
0,110,"0",0,"1",38
2,131,"0",30,"2",66
0,132,"0",0,"1",60
0,133,"0",0,"2",52
1,129,"0",11,"1",60
0,123,"0",0,"2",48
0,117,"0",0,"3",49
0,124,"1",0,"2",61
0,99,"0",0,"2",63
1,154,"0",16,"4",76
0,106,"0",0,"1",37
0,162,"0",0,"4",53
0,132,"1",0,"1",57
0.772055847834884,109,"0",8,"1",57
1,160,"1",22,"2",81
0,131,"0",0,"1",50
0,126,"0",0,"1",52
0,142,"0",0,"1",76
1,118,"0",5,"4",60
0,131,"0",0,"1",56
0,101,"0",0,"3",55
1,44,"1",25,"1",26
0,153,"0",0,"4",78
0,74,"0",0,"2",26
3,108,"0",54,"1",53
0,134,"0",0,"1",60
1,134,"0",8,"2",57
1,148,"1",6,"2",71
1,101,"0",14,"2",32
0,127,"0",0,"1",47
1,121,"0",9,"4",52
1,122.344953016065,"0",8,"1",43
1,134,"0",12,"3",62
1,142,"0",5,"1",50
0,63,"0",0,"3",53
1,114,"1",14,"3",49
1,89,"0",11,"1",34
1,76,"1",15,"1",34
2,142,"0",30,"2",75
0,136,"0",0,"2",66
1,110,"1",17,"1",53
0,142,"1",0,"4",55
1,73,"0",22,"3",29
1,105,"0",15,"4",53
2,118,"0",12,"4",55
1,129,"0",1,"1",64
1,87,"0",7,"1",35
0,140,"0",0,"3",70
0,112,"0",0,"1",50
1,39,"1",26,"1",38
2,146,"0",26,"4",56
0,134,"0",0,"1",54
1,117,"0",12,"1",40
1,122,"0",12,"4",56
2,112,"0",20,"2",48
1,138,"0",17,"3",53
1,109,"0",29,"1",61
0,118,"0",0,"2",50
1,90,"0",34,"4",29
1,126,"0",7,"1",60
1,145,"0",2,"4",65
1,124,"0",24,"2",50
1,122.344953016065,"0",6,"3",61
0,149,"0",0,"1",78
1,135,"0",16,"1",51
2,107,"0",32,"1",61
0,130,"0",0,"4",59
1,116,"1",10,"3",60
1,151,"0",42,"2",51
0,159,"0",0,"1",84
1,121,"0",18,"1",62
0,148,"0",0,"3",60
0,123,"0",0,"2",55
1,149,"0",13,"1",72
0,103,"0",0,"1",28
2,133,"0",16,"1",59
2,115,"0",8,"3",54
0,103,"0",0,"1",61
1,120,"0",8,"3",54
2,132,"1",48,"3",47
1,128,"0",21,"3",63
0,138,"1",0,"2",59
1,122,"0",25,"3",40
1,122,"0",7,"2",57
1,139,"1",26,"1",82
1,147,"0",4,"1",71
1,141,"0",9,"3",53
1,98,"1",5,"4",46
1,118,"0",17,"4",61
1,156,"0",5,"4",67
0,143,"0",0,"1",65
1,131,"0",17,"2",74
1,122,"0",12,"3",62
1,160,"0",15,"2",83
1,122,"0",2,"1",58
0,140,"0",0,"1",75
1,142,"0",22,"1",49
1,100,"0",4,"1",44
1,99,"0",11,"1",51
0,138,"0",0,"4",56
1,135,"1",6,"1",55
1,134,"1",3,"1",65
1,123,"0",4,"2",48
0,119,"1",0,"2",45
1,78,"0",17,"4",50
0,138,"0",0,"2",60
1,130,"0",15,"2",71
1,116,"0",5,"4",53
1,115,"0",7,"4",46
0,81,"0",0,"2",53
1,125,"0",27,"1",69
0,128,"0",0,"1",56
1,96,"0",2,"2",49
0,150,"0",0,"1",81
0,151,"0",0,"2",74
0,125,"1",0,"1",54
2,116,"1",16,"2",47
0,138,"0",0,"1",72
1,121,"0",11,"2",56
0,132,"1",0,"2",51
0,79,"0",0,"4",35
2,21,"0",18,"2",24
2,148,"0",32,"2",71
1,142,"0",2,"1",61
0,147,"0",0,"1",72
2,144,"0",44,"1",50
1,143,"0",2,"2",68
1,128,"0",22,"1",70
0,112,"0",0,"2",47
0,133,"0",0,"1",55
0,158,"0",0,"1",61
0,97,"0",0,"1",50
0,104,"0",0,"3",44
0,114,"0",0,"1",42
1,73,"1",13,"3",43
0,122,"0",0,"2",55
1,98,"0",11,"1",58
1,122.344953016065,"0",19,"1",35
2,59,"1",14,"1",34
1,110,"1",22,"3",31
1,114,"0",10,"2",41
1,63,"0",16,"4",24
0,106,"0",0,"3",41
0,118,"0",0,"3",48
0,123,"0",0,"3",62
0,146,"0",0,"1",77
0,69,"0",0,"1",47
0,120,"1",0,"2",60
2,135,"0",34,"1",52
0,100,"0",0,"1",42
0,145,"1",0,"3",60
1,117,"0",7,"1",57
0,64,"1",0,"3",27
1,97,"0",13,"1",45
2,127,"0",88,"1",79
1,119,"0",14,"1",60
0,94,"0",0,"4",47
0,81,"1",0,"4",41
2,114,"1",4,"1",52
0,134,"0",0,"4",73
2,117,"0",64,"2",70
1,123,"0",30,"1",90
0,145,"0",0,"4",74
1,155,"0",2,"4",69
1,79,"0",22,"1",29
1,127,"1",20,"1",71
1,133,"0",8,"4",59
2,147,"0",20,"1",71
1,122.344953016065,"1",16,"3",32
1,76,"0",36,"4",19
0,94,"1",0,"1",39
1,119,"0",9,"4",59
1,102,"1",17,"1",53
1,139,"0",10,"3",69
1,130,"0",6,"3",60
1,117,"0",4,"1",46
0,112,"0",0,"3",44
0,162,"1",0,"3",68
1,133,"0",8,"1",69
0,118,"0",0,"2",49
1,120,"1",20,"3",63
1,110,"0",12,"1",41
1,120,"0",17,"3",61
1,82,"0",5,"1",38
0,128,"0",0,"4",65
0,73,"0",0,"3",33
1,127,"0",15,"1",51
0,151,"0",0,"1",73
2,120,"1",12,"1",54
1,143,"0",5,"1",59
1,164,"0",23,"1",89
2,95,"0",60,"1",62
0,145,"0",0,"4",51
1,154,"0",3,"3",83
1,151,"0",15,"1",76
0,84,"0",0,"1",47
1,129,"0",8,"4",47
1,130,"1",2,"1",53
2,102,"0",18,"2",42
1,144,"0",15,"1",67
1,128,"0",9,"1",66
1,115,"0",10,"3",47
0,156,"0",0,"2",65
1,141,"0",11,"2",59
0,122,"0",0,"1",49
1,105,"0",1,"4",51
0,122,"1",0,"4",56
1,142,"0",10,"3",63
1,156,"0",6,"4",62
1,124,"0",10,"1",56
0,149,"0",0,"4",70
0,107,"0",0,"1",43
0,129,"0",0,"2",67
2,115,"1",18,"2",55
0,137,"0",0,"1",58
0,125,"0",0,"4",53
1,97,"0",11,"1",49
0,144,"0",0,"3",63
0,138,"0",0,"1",69
2,119,"0",4,"2",60
1,140,"0",22,"3",48
0,142,"1",0,"1",72
0,150,"0",0,"4",69
1,117,"1",35,"2",68
1,114,"0",14,"1",57
0,122,"0",0,"2",67
0,137,"0",0,"1",62
0,112,"0",0,"4",66
0,144,"0",0,"2",52
1,59,"0",8,"1",27
0,126,"1",0,"3",52
1,134,"0",1,"3",58
0,148,"0",0,"3",61
1,121,"0",17,"1",47
0,105,"0",0,"1",54
1,105,"0",3,"2",45
2,45,"0",16,"2",34
1,161,"0",1,"1",73
2,119,"0",6,"1",51
2,136,"0",24,"3",52
0,140,"0",0,"3",55
0,130,"0",0,"1",83
0,98,"0",0,"1",33
1,130,"0",9,"3",63
1,155,"0",8,"2",74
2,122,"0",20,"4",57
0,124,"1",0,"3",54
1,138,"0",9,"1",55
1,152,"0",3,"1",63
1,154,"0",24,"2",74
1,113,"0",19,"2",31
1,133,"0",16,"4",68
0,87,"0",0,"2",47
1,91,"0",2,"1",39
1,112,"0",23,"1",38
1,104,"0",8,"3",46
1,122.344953016065,"0",9,"1",54
0,121,"0",0,"4",54
1,131,"0",18,"1",56
1,128,"1",14,"1",62
1,80,"0",3,"1",40
1,103,"0",13,"1",53
1,157,"0",10.1047995139733,"3",58
1,94,"1",15,"1",57
1,103,"1",9,"1",45
0,117,"0",0,"2",51
1,101,"0",13,"2",44
2,143,"0",12,"4",58
2,98,"0",42,"2",63
1,111,"0",4,"1",50
1,122,"0",30,"2",43
0,55,"0",0,"1",23
0,98,"0",0,"4",47
1,111,"0",11,"4",54
1,162,"0",14,"3",82
2,126,"0",24,"2",42
1,126,"0",5,"3",64
0,130,"0",0,"4",49
1,119,"0",2,"3",53
0,132,"0",0,"4",69
1,115,"0",17,"3",65
0,103,"0",0,"1",42
1,109,"0",23,"4",59
1,107,"0",5,"3",44
0,103,"0",0,"1",55
0,122.344953016065,"1",0,"3",54
1,123,"0",2,"3",50
1,153,"1",18,"3",73
0,98,"0",0,"4",48
1,100,"0",1,"1",54
1,87,"0",16,"3",53
1,65,"1",13,"1",32
0,129,"0",0,"1",59
1,114,"0",14,"2",68
2,139,"0",10.1047995139733,"1",63
0,107,"1",0,"4",59
0,118,"0",0,"1",61
0,114,"0",0,"3",58
1,111,"0",8,"2",51
1,88,"0",1,"1",35
0,100,"0",0,"1",33
2,137,"1",12,"4",60
1,123,"0",29,"4",36
1,120,"0",11,"2",47
0,156,"0",0,"3",68
1,87,"0",24,"4",28
1,134,"0",27,"3",85
0,118,"0",0,"4",41
2,134,"0",26,"2",58
1,114,"0",3,"1",56
0,143,"0",0,"1",63
1,133,"0",9,"1",72
0,145,"0",0,"1",65
0.772055847834884,142,"0",31,"3",46
1,128,"0",14,"1",70
2,106,"0",14,"4",64
0,158,"0",0,"1",74
1,139,"0",12,"2",56
0,100,"0",0,"3",50
0,71,"1",0,"3",32
1,109,"0",8,"1",43
1,164,"0",8,"1",68
2,112,"0",8,"3",46
0,146,"0",0,"2",78
1,148,"0",17,"2",72
0,114,"0",0,"3",45
0,143,"1",0,"2",65
0,131,"0",0,"2",62
3,48,"0",66,"1",20
1,119,"0",15,"4",68
0,116,"1",0,"1",47
0,144,"1",0,"1",54
1,131,"0",23,"1",66
2,120,"0",6,"4",52
0,147,"0",0,"3",64
0,112,"0",0,"1",68
0,143,"0",0,"4",70
0,137,"0",0,"1",43
0,116,"0",0,"4",32
2,98,"0",10,"3",42
0,146,"0",0,"2",50
1,86,"0",17,"2",36
0,123,"0",0,"2",57
1,129,"0",2,"3",60
0,60,"1",0,"1",33
1,142,"0",15,"1",69
2,105,"0",54,"1",72
0,150,"0",0,"1",71
1,112,"0",15,"2",55
1,132,"0",1,"2",59
0,122.344953016065,"1",0,"4",68
1,131,"0",5,"2",55
1,162,"0",13,"2",55
1,65,"0",7,"2",39
1,154,"0",9,"1",57
0,138,"0",0,"2",50
1,139,"1",18,"2",72
1,140,"0",17,"2",69
2,107,"0",24,"1",51
1,114,"0",6,"1",51
0,103,"1",0,"1",46
0,112,"0",0,"3",48
0,126,"0",0,"1",50
2,123,"1",46,"1",44
1,155,"0",24,"1",89
2,137,"0",76,"2",85
1,114,"0",10,"2",47
1,122.344953016065,"0",5,"4",78
1,126,"1",16,"1",62
1,132,"0",20,"3",61
0,132,"0",0,"4",52
1,123,"0",19,"4",42
0,159,"0",0,"2",62
1,107,"0",13,"3",38
0,118,"1",0,"1",57
1,142,"0",17,"1",75
0,130,"0",0,"1",51
1,111,"0",12,"1",58
0,177,"1",0,"2",89
1,134,"0",17,"4",80
0,123,"0",0,"4",68
1,139,"0",3,"4",54
0,136,"0",0,"2",65
1,70,"0",7,"1",39
0,136,"0",0,"3",59
1,128,"1",8,"3",59
2,100,"1",18,"4",45
0,165,"0",0,"1",87
1,119,"0",18,"4",42
3,153,"1",75,"3",87
1,122.344953016065,"0",30,"1",36
2,113,"0",4,"1",51
1,112,"0",10,"4",56
0,122.344953016065,"0",0,"4",77
0,128,"0",0,"1",61
1,98,"0",6,"1",36
0,101,"0",0,"1",49
1,135,"0",19,"1",72
2,167,"0",10.1047995139733,"4",78
1,144,"1",9,"3",75
0,129,"1",0,"3",62
0,113,"0",0,"3",49
1,114,"0",11,"1",55
0,115,"0",0,"4",57
0,159,"1",0,"4",68
1,121,"0",12,"2",60
1,153,"0",15,"1",69
0,137,"0",0,"4",67
1,140,"0",26,"4",49
0,110,"0",0,"3",71
0,130,"0",0,"2",58
0,148,"1",0,"3",60
0,124,"0",0,"3",45
1,143,"0",5,"4",67
1,125,"0",8,"2",64
1,112,"0",26,"1",34
0,161,"0",0,"1",73
1,113,"0",11,"1",44
1,106,"0",11,"2",43
1,123,"0",25,"2",69
0,143,"0",0,"2",54
1,123,"0",32,"3",44
0,143,"0",0,"2",43
1,62,"0",14,"2",52
0,109,"0",0,"1",48
1,79,"0",7,"2",40
1,135,"0",13,"4",64
2,122.344953016065,"0",30,"1",44
0.772055847834884,122,"0",24,"1",44
0,103,"0",0,"2",26
0,123,"0",0,"3",64
2,129,"0",8,"4",56
1,102,"1",9,"4",57
1,118,"0",8,"1",56
1,134,"0",13,"1",62
0,144,"0",0,"3",60
0,113,"0",0,"4",62
0,147,"1",0,"3",67
1,125,"0",9,"4",53
0,94,"0",0,"1",43
0,115,"0",0,"4",32
0,135,"1",0,"4",51
0.772055847834884,74,"1",8,"3",45
0,72,"0",0,"2",25
1,132,"0",14,"3",61
1,153,"0",4,"3",65
1,98,"0",2,"2",47
2,102,"0",34,"4",53
1,166,"0",8,"3",66
0,130,"0",0,"3",62
0,112,"0",0,"4",57
0,135,"0",0,"3",74
2,175,"0",66,"1",106
0,151,"1",0,"3",72
0,128,"0",0,"3",50
1,106,"0",22,"2",41
2,137,"0",26,"1",50
1,124,"0",14,"1",50
1,12,"0",12,"4",29
0,136,"1",0,"2",59
2,123,"0",32,"3",50
2,142,"0",8,"1",61
0,141,"0",0,"1",56
0,107,"0",0,"1",37
1,84,"0",17,"3",51
1,158,"0",24,"3",58
0,132,"0",0,"1",62
0,143,"0",0,"1",76
0,100,"0",0,"4",44
1,142,"1",2,"1",62
1,132,"0",21,"1",45
0,111,"0",0,"3",43
0,121,"0",0,"1",72
0,147,"0",0,"4",70
1,116,"0",29,"1",65
1,128,"1",1,"4",57
0,139,"0",0,"1",69
0,106,"0",0,"1",65
0,108,"1",0,"1",46
0,125,"0",0,"1",51
0,84,"0",0,"1",45
1,105,"0",28,"1",65
1,133,"0",10,"1",59
1,137,"1",14,"1",56
1,86,"0",1,"4",37
0,128,"0",0,"3",65
1,129,"0",6,"1",59
1,130,"0",18,"1",43
0,128,"0",0,"2",57
2,140,"1",8,"1",64
1,112,"0",7,"1",32
0,142,"0",0,"1",61
2,131,"0",26,"1",54
1,126,"0",9,"3",50
1,158,"0",3,"2",72
1,80,"0",21,"1",27
0,130,"1",0,"1",64
1,107,"0",11,"3",46
0,122,"0",0,"3",62
0,118,"1",0,"1",58
1,118,"0",9,"4",60
0,128,"0",0,"1",69
0,127,"0",0,"4",59
1,64,"0",5,"3",39
1,127,"0",4,"3",53
2,81,"0",102,"4",13
0,131,"0",0,"4",61
2,96,"0",38,"3",29
1,131,"0",23,"4",45
0,145,"0",0,"1",75
0,172,"0",0,"2",87
1,115,"0",20,"1",43
1,114,"0",26,"3",53
2,131,"0",44,"2",66
0,156,"1",0,"4",90
2,98,"1",8,"3",45
0,74,"0",0,"4",40
2,122,"0",6,"3",60
0,130,"1",0,"2",55
3,112,"0",3,"3",48
0,115,"0",0,"4",62
0,131,"1",0,"2",64
1,114,"0",17,"1",51
0,123,"0",0,"1",61
1,131,"1",2,"1",64
0,121,"1",0,"4",52
0,100,"0",0,"1",39
1,123,"0",15,"3",49
0,112,"0",0,"2",41
1,114,"0",11,"1",60
0,137,"1",0,"2",70
0,117,"0",0,"1",52
0,129,"0",0,"1",49
0,93,"0",0,"2",42
0,144,"1",0,"1",62
0,129,"0",0,"2",55
1,119,"0",12,"2",60
1,128,"0",3,"1",60
2,151,"0",34,"4",76
2,97,"0",56,"3",27
1,171,"0",11,"1",80
0,130,"0",0,"1",55
1,135,"0",10.1047995139733,"2",68
0,112,"0",0,"2",56
0,106,"1",0,"1",46
1,138,"0",42,"3",80
0,140,"1",0,"3",49
0,92,"1",0,"4",51
0,112,"0",0,"3",57
1,99,"0",11,"2",54
1,86,"1",6,"1",41
0,148,"1",0,"1",73
0,107,"1",0,"3",64
0,105,"0",0,"3",46
2,138,"0",22,"2",59
2,112,"0",6,"2",43
1,132,"0",14,"3",62
1,141,"0",2,"1",58
1,113,"0",14,"3",47
0,126,"0",0,"1",71
1,128,"0",35,"3",43
2,137,"1",34,"2",50
1,124,"0",7,"4",46
1,127,"0",4,"4",60
0,129,"0",0,"4",63
0,104,"0",0,"1",64
0,103,"0",0,"3",58
1,145,"0",4,"1",63
1,93,"0",23,"1",34
0,96,"0",0,"1",60
1,166,"1",9,"1",71
2,92,"0",14,"1",47
1,87,"0",4,"1",42
1,126,"0",4,"3",62
0,121,"1",0,"1",50
2,140,"0",12,"2",68
1,137,"1",12,"4",59
1,157,"0",7,"1",65
3,110,"0",30,"1",41
1,137,"0",17,"1",80
1,161,"0",7,"4",67
1,91,"0",35,"3",68
2,49,"0",14,"2",29
1,157,"0",9,"1",68
0,142,"0",0,"1",80
2,128,"0",20,"4",59
0,148,"0",0,"2",82
0,145,"0",0,"4",64
0,148,"0",0,"1",67
1,126,"1",16,"2",49
2,145,"0",22,"1",68
0,176,"1",0,"1",93
2,80,"0",26,"4",45
0,134,"1",0,"3",48
1,117,"1",7,"1",40
1,123,"0",5,"2",54
1,121,"0",7,"1",63
2,144,"1",30,"2",60
1,128,"0",23,"4",49
0,120,"0",0,"3",51
1,115,"0",25,"3",42
0,131,"0",0,"4",61
1,164,"0",30,"2",80
0,83,"0",0,"2",51
2,74,"0",28,"1",45
1,106,"0",24,"4",58
0,117,"1",0,"1",40
1,137,"0",17,"1",56
0,146,"0",0,"3",67
0,115,"0",0,"3",51
2,116,"0",76,"1",33
0,121,"0",0,"1",63
1,132,"0",2,"4",61
0,146,"0",0,"1",61
0,143,"1",0,"3",55
1,120,"0",3,"1",59
0,100,"1",0,"1",61
0,140,"0",0,"1",56
1,125,"0",18,"1",62
1,144,"0",20,"1",50
0,111,"0",0,"3",59
0,171,"0",0,"2",91
0,152,"1",0,"2",84
1,113,"1",11,"4",43
1,122.344953016065,"0",29,"1",62
2,122,"0",12,"4",54
0,158,"0",0,"4",70
2,98,"0",10,"3",49
1,135,"1",20,"2",46
0,107,"0",0,"3",49
0,167,"0",0,"3",69
1,133,"0",9,"1",53
1,133,"0",20,"4",55
1,129,"1",5,"2",59
0,124,"0",0,"2",71
0,141,"0",0,"1",56
1,68,"0",8,"3",37
2,145,"0",16,"1",54
1,94,"0",6,"1",44
1,126,"0",27,"2",69
2,139,"0",22,"4",73
1,86,"0",2,"3",46
0,150,"1",0,"1",72
1,95,"0",21,"2",59
0,32,"0",0,"4",32
1,126,"0",25,"3",73
1,141,"0",2,"3",72
1,151,"0",10.1047995139733,"2",70
0,138,"0",0,"1",63
1,78,"0",13,"1",39
1,137,"0",5,"3",62
0,154,"0",0,"4",83
0,151,"0",0,"2",58
1,138,"0",10,"3",58
0,136,"0",0,"2",58
0,106,"0",0,"4",43
1,121,"0",13,"3",43
0,118,"0",0,"2",54
1,106,"0",14,"3",37
1,89,"0",14,"3",54
1,152,"0",2,"1",72
1,128,"0",23,"2",54
1,98,"0",18,"1",26
0,108,"0",0,"1",44
2,120,"0",66,"2",71
1,50,"0",2,"1",32
1,104,"0",5,"1",42
0,132,"0",0,"4",38
1,106,"1",11,"1",50
1,146,"1",8,"3",55
1,136,"0",15,"1",71
2,117,"0",20,"2",46
0,132,"0",0,"1",54
0,134,"0",0,"1",55
2,91,"0",8,"2",47
0,122,"0",0,"1",54
1,130,"0",11,"4",62
1,87,"1",10,"1",45
1,150,"0",2,"4",69
0,79,"0",0,"1",38
0,87,"1",0,"1",34
0,150,"0",0,"3",92
1,134,"0",12,"1",72
0,126,"1",0,"1",64
1,124,"0",6,"4",57
1,132,"0",9,"3",67
0,122,"1",0,"1",59
0,146,"1",0,"1",54
2,64,"0",44,"2",26
2,111,"0",28,"3",48
0,129,"0",0,"2",43
1,156,"0",25,"2",80
0,128,"0",0,"2",49
0,131,"0",0,"1",56
0,142,"0",0,"1",58
0,118,"1",0,"1",55
1,109,"0",7,"3",54
0,136,"0",0,"1",56
0,71,"0",0,"4",48
1,111,"0",17,"3",66
1,117,"0",11,"1",63
1,136,"1",10,"1",58
1,127,"0",26,"2",43
2,150,"0",30,"2",72
0,146,"1",0,"2",67
0,130,"0",0,"2",46
1,148,"0",18,"4",57
0,126,"1",0,"1",57
0,131,"0",0,"3",53
0,128,"0",0,"1",52
0,82,"0",0,"1",37
